TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ENSINO;NO_MUNICIPIO_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;NO_MUNICIPIO_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025;TP_PRESENCA_GERAL;NU_DESEMPENHO;NU_MEDIA_GERAL;NU_INFRAESTRUTURA
4;F;1;1;1;1;1;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Salvador;BA;1;1;1;1;669.5;662.0;638.0;696.5;ABCAEEBECEBDABBCACCBEEADDEDAEDCBDBEBBDBBAEDEC;CDAAECABAAEEAADECBDAABCDCEBADCDCAAADBCCDEBCDD;BEDABDACEEDCCDBADDDCACCEBBABBACABCAAAABCBEAAE;BDECBCCBDECCDCDEEBBBDAADBABCCCDCCCDDBEBBBDAEA;0;CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB;1.0;160;200;200;200;200;960;C;G;D;E;4;L;D;E;E;A;A;C;B;B;A;B;A;A;C;A;A;E;A;D;B;1;1;725.2;1
8;F;1;3;1;1;3;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Natal;RN;1;1;1;1;440.0;528.5;583.0;454.2;DAADDE.EBBDBCCBADCCDECEDEBDABDDDEBDECBADBCCBE;CEADCAABECCEAADEEACBABCDAAECBCACEDDABBDACEEDA;BCDABCACEEDAEDBABBAEDCCEBAACDEDAABAADDCCBEAAE;ABDAEBECCEBCEDCBCECCAEBDDBEDABABCCDCCEECBEECC;0;CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB;1.0;120;140;120;120;100;600;B;D;B;C;1;B;A;C;C;A;A;B;B;B;A;B;A;A;C;A;A;B;A;B;B;1;2;521.15;2
4;F;1;3;1;1;1;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;São Bento;MA;1;1;1;1;386.8;482.2;494.0;442.0;DBBCCAAABEDBAEAAAACABEDDEEADBBCADBACCDBBBBBBB;ABCBBADDEDEEBECCAAEBDACCBABAEEABECDADAEBBCAAE;BDACECABEBBEACDAEAACBECBACEBEDAABDDADABDCABBA;ECDDEBABBEDDEADEBACCDDBCCCABBCCADEDCEAACBBABD;1;CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD;ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE;BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC;EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB;1.0;120;120;120;120;100;580;B;B;A;A;4;B;A;B;C;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;A;1;2;477.0;3
6;F;1;2;1;1;4;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Vitória da Conquista;BA;1;1;1;1;535.0;591.0;558.5;594.5;BECDEDBBCEEAADBACBBAEADBCCDAEDEDDBDBEACDABCBA;CEBEDDABACCEAADECBDAABCECCBCBCDBECBCBCDBEAEDC;BEDABDECADDCCABADEDCDCDEDCACDBEABCBCDABBEEDAD;DCBCDBDACBEBDEBCEABBECCDBAADBADAACDDBEDCBDBED;0;CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB;1.0;160;180;160;140;120;760;D;D;B;B;4;C;A;B;D;B;B;B;B;B;A;B;A;B;C;A;A;E;A;D;B;1;1;607.8;1
12;M;1;4;1;1;13;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Mossoró;RN;1;1;1;1;541.0;609.0;544.5;679.0;CADAAAAEDEDBCEEDBBBBDDEEDCDCDDEEDDECCBDEBEECD;AACDCBDDCDAEACECCABBDAEAACDDBABBEDCABADBDAEDA;BCAAECAEDCBEAADACEADECBAAEDACDEDABCDBEEDDADBA;EEDECBDADDDCCDCCDDBCCDBBADDEEEDEDBEDCBECDEABC;1;CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD;ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE;BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC;EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB;1.0;120;140;100;120;160;640;B;B;B;B;4;D;A;C;C;A;B;B;A;B;A;B;A;A;B;A;A;C;B;A;B;1;1;602.7;2
2;F;1;1;1;3;0;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Itapiranga;SC;1;1;1;1;580.0;626.0;567.5;679.0;DBEDCBABCDDCCECCDBACDEEAACBDDBEEBCEABCBDAAAED;ACEDAAEADCDABAEABEEABCDCABCBDADEBDAAABEDEDDAD;DBABCBABDECDDAACDAEDADDACBACCBEEAECBCEBADCABD;CCBDEADBCAEDCDABAEACABDDEADCDCCBCDBEACECBABCC;0;DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED;ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE;DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED;BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC;1.0;160;160;160;160;140;780;E;E;C;D;4;H;A;B;C;B;A;B;B;B;B;B;A;B;D;A;A;D;A;C;B;1;1;646.5;1
9;M;1;3;1;1;8;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Manacapuru;AM;1;1;1;1;593.0;596.5;582.0;705.0;ABBBACBBCDBEEEDCABEEEBCDDAEBCABCCEDAAAEABEBDE;DBAADEADCDEABEBCDEBBAEEBBCCDAACBECDAECBDBABCD;BCBDACBEAEDEAEBABBCABAEDAEAECBBDCBDBADDDCDDDC;EBDAADAEECACBEDAECCCEADCCEAACDCCBDBBCCAACCCBB;0;CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE;DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD;BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC;EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD;1.0;120;120;120;100;100;560;E;G;B;D;5;C;A;B;C;A;B;B;A;A;A;A;A;A;A;A;A;B;A;A;A;1;1;607.3;3
12;F;2;3;1;1;15;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Santa Cruz do Capibaribe;PE;1;1;1;1;450.0;560.5;429.0;537.5;DDEBBDEBDDDBEEDCABDADBDBCCDDCCEABAECEDAABEDDC;CBEEAAABDBBAADEBBEAABCECDBCACAECBDCADDADBCEAE;ACECDCBBCABBCDACCAADDBAADCECDBCDACACBCEDBBEEC;EECCECDDEBEBECEBBDAAABBDCAEDDBDEADBDCBEEABDBC;1;DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED;ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE;DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED;BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC;1.0;120;120;120;140;0;500;H;H;F;F;2;A;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;B;B;1;2;495.4;3
15;F;1;2;1;1;12;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Concórdia do Pará;PA;1;1;1;1;483.5;456.5;483.0;344.5;DBDEEDBCDBDCEDEEEBAABECAAEEDAEAEBBCAECEBCACEC;CAEEAABEDCDAAEEECAAAEECCBBDDECABCDEEDCBAABBCC;EDDAABADCBADBDBCCBDACADCDBBAEBEAADAEBEDEACEED;AEBBCEEABBDCCDAAEADBCAAEEDBCAEACEACDBEAEEDCBA;1;DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED;ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE;DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED;BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC;1.0;140;40;40;80;20;320;B;B;A;A;3;C;A;B;C;B;A;B;A;B;B;A;A;A;B;A;A;C;A;B;B;1;2;417.5;2
11;F;1;3;1;1;9;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;São Paulo;SP;1;1;1;1;559.0;714.5;654.0;677.0;ABCAEDDBCECBCCCBAEBECAAACBDDBECEDBEEDEEDABDBB;CDAEECABAACEAADECBDAABCCCDBADCDEAAAABCCDEBCDB;BBDABDECDEDBCDBADBDEDCCEBBACDACDACAADAEBBEDAE;DDEBABACCDABEDCBEAACDCADBABEADEACCADAEEDADBED;0;CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB;1.0;160;200;120;120;100;700;F;D;D;D;3;H;A;B;C;B;A;B;B;B;B;B;A;B;B;A;A;D;A;B;B;1;1;660.9;1
1;F;0;3;1;3;0;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Senhor do Bonfim;BA;1;1;1;1;446.8;404.2;435.0;402.0;EACEAABBBEBACCCBCBEDBEABEADBBACEDBCCBDDCCBDEA;CEDACADCCBBABADBCADABDADEDBCADCBCCACBEDDCBAEB;BCACBBEEDCDEDDCCDDAADACEEDDBADAABECCDCBEEEAAE;AADBDABDCEEACDCDEDDBDCDECEDDCCADCCCCDCDCCECDB;0;CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB;1.0;100;40;40;100;40;320;B;B;A;A;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B;1;2;401.6;3
13;F;2;1;1;1;0;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Parelhas;RN;1;1;1;1;502.8;557.5;494.2;385.5;CEDEECAAEABDDADDDCDECDADBBDACDCBDBDDBECDAEAEA;CDAEAAEABAADAAAEBECBABCDCEAADBDEEADABCDDBBCDA;BEDADAACEEDCEDADEBDBDABCBBACBADBAABEBBACBBAAB;EBADABDCCEECDCEACDABDECBCAACDAACEDAEDBDACDBEE;0;CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB;1.0;120;40;40;120;40;360;A;B;A;A;2;D;A;B;B;B;B;B;A;A;A;B;A;A;B;A;A;B;A;A;B;1;2;460.0;3
9;M;1;3;1;1;6;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Rio das Ostras;RJ;1;1;1;1;461.0;483.5;533.0;634.5;CABDEAECBAABCBADBAAABBDADBAEBBCECBDEBCCDBDBEE;ABCBCDBDBCBDCEBCDEBADBDBDCBDCCECEBDCBACCDDBDE;ECADECABDBEEACCDBBCCAEBBACABEDCDADCDBAEACAADD;EEDEBACACDDCCCCCCEACCEABDCCEABDBCBDCBCBBCDCAC;1;CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD;ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE;BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC;EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB;1.0;140;160;140;140;180;760;E;E;C;D;4;D;A;B;D;A;A;B;B;B;A;B;A;A;B;A;A;C;A;B;B;1;2;574.4;2
13;F;0;1;1;1;17;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Presidente Prudente;SP;1;1;1;1;620.0;624.0;644.5;577.5;EECDCEDCBDBEACDEBEECADCBDCBBABDEEBECBAEBAADBE;DEAADCCDCDCEBEBCEDEAAEACAACABAAAECDAEABDAABCD;DBBDACCEECDEACBBACAAEAADADABCBBEBBCCADEDEDDAC;EAABADDCDECACBDBBBDCEABEBDDBCCCCADEEBEEDBDACB;0;CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE;DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD;BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC;EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD;1.0;140;120;120;140;40;560;B;B;C;A;2;D;A;B;B;B;A;B;A;B;A;A;A;B;B;A;A;B;A;B;B;1;1;605.2;2
18;F;1;1;1;1;17;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Vitória;ES;1;1;1;1;518.5;673.5;594.0;557.0;CECCCECCCECBDECDDCEECCACCBDCACBAABEECBACACCDB;CDAEECADAACEAABECBDAABCDCEBADCDEADDDBCEDEBADC;BEDABDEDEEDCCDBCDCCEDCECBDADBACAAEAAAAABBEEAB;ABBAEBCCBCDCEBBABDACCECDCDBBBCAACCBEDEDEADEEE;0;CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB;1.0;140;180;160;180;120;780;B;B;A;B;1;B;A;B;B;A;A;B;A;B;A;B;A;A;A;A;A;B;A;A;B;1;1;624.6;3
3;M;1;3;1;1;1;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Boa Vista;RR;1;1;1;1;608.5;644.0;578.0;657.0;DBEBEBBDCCACBBECDCABCEAAABDEBAABBACCBCBDABBAC;ACEEABAADCDABDEACCDABCDCEBCBDADBBAAAABADDCDAE;ADBCAAABDACDEDACCABBADBCAABACAEAAAECBEBBCCEED;BCBDCEABCBBCBACAAEECABCEAADDDBAABDACAABBEECCC;1;DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED;ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE;DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED;BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC;1.0;120;120;100;120;100;560;E;F;F;F;4;E;A;B;C;B;A;B;B;A;A;A;A;A;E;A;A;E;A;A;B;1;1;609.5;1
1;F;1;1;1;3;0;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Mogi das Cruzes;SP;1;1;1;1;370.0;509.0;519.5;405.0;EEDCDCDDAEBCBEBBACDDACEABADCECCDBCACDDBAEADAD;CDBCAAEDDACEAADEBACDABDDCADCBCABCAEAEEEEBABDA;BCAABBEAAEDCCBBBBCABBCBEADACEADBBECADACCBACAE;EBCABCACDCBCBBBCEEEDBAACAEBDBEBACADCDCEBEDCCD;0;CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB;1.0;100;80;40;120;40;380;C;F;C;D;5;C;A;B;B;B;A;B;B;A;A;B;A;A;B;A;A;D;B;B;B;1;2;436.7;2
2;M;1;3;1;2;0;1.0;Fortaleza;CE;2.0;1.0;Fortaleza;CE;1;1;1;1;451.2;514.0;497.0;366.5;CDEBEDECCDADBEDADEECADCDBAECBABDEDECDBEEBBEDB;DBBDDECDCDBCBCACBAECAACDEBAEBBAEDCDBEAEDDABDA;ECEBECCEAEDCECBBACBAECCDAAAEBBEEDBAABBDDCBCCA;CEABDEDBCAECBDEABCADBACAEBDDCBBDBEABDCBACDBCD;1;CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE;DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD;BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC;EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD;1.0;120;180;160;180;200;840;A;B;B;B;6;B;A;D;E;A;D;A;A;C;A;A;A;A;B;A;B;E;A;A;B;1;2;533.75;1
2;F;1;1;1;3;0;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Vargem Grande Paulista;SP;1;1;1;1;503.2;618.5;572.5;523.5;DBDBBCBCDBAACEACECCBEECACECECECBBACEDCACAEDAA;ACEEADAEDCDAADEEBCDABCDCDBCBBEEEBAEABDDDBDDCE;DBABCCECDACDCDCADABBADCCDBBECCCAADDBBDCBACEED;DCBCADAAEBDECDCACEEEADBEECEDDECCBCADDCEEEDCCA;0;DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED;ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE;DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED;BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC;1.0;120;120;120;140;120;620;G;G;D;D;3;N;A;D;D;B;B;B;B;B;A;B;A;B;B;A;B;D;B;B;B;1;2;567.55;1
8;F;3;4;1;1;4;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Cariacica;ES;1;1;1;1;494.2;512.0;517.0;477.8;CDEACBCEACDBBCADACEDADCEACCABAADAEAEDCCEBDBEA;AEBDCADDCEADCCECDDDADEEEAEEEBCCEEEECBBCCAAACE;EACCEAAEBBBBAACACBCEAABBDCACEDCBBEDBDAEDBEDBD;EADCCBEADDDDCACBDBADAEBCCCEDDEACEBDCBABACDCCC;1;CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD;ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE;BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC;EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB;1.0;140;40;40;120;40;380;C;E;B;B;3;D;A;B;C;B;A;B;B;B;A;B;B;A;E;B;B;D;A;B;B;1;2;476.2;1
4;M;1;1;1;1;2;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Cambé;PR;1;1;1;1;514.0;578.5;594.5;528.5;CADEBCCACBBCCCACBEEBECACDDBABAABDBBECCDABBDBB;DDADECDBCAAEAAAEBBCAABCCCCBCDCDEADBABDCACADDB;BCEBACECAEDCCDBADCDEDACEBBACEAECBBAACACCBEAAB;CBDCAEDACDDADDBAEAABDDDEBCBDBDCEACBECEADADCCA;1;CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB;1.0;120;120;120;120;120;600;D;C;B;B;4;E;A;B;C;A;A;B;B;B;B;B;A;A;B;A;A;D;B;B;B;1;2;563.1;1
8;F;1;3;1;1;4;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Barão de Grajaú;MA;1;1;1;1;389.2;332.8;320.0;452.0;ABCBECEAEDCEEBDEDABDEBCDBADECDABDBDDCACBDCEDB;ABCEEAACAEEDABCECACBCEECACBACEDCBCAACDECBECEA;CDEBABCDEBAABCDEDCBABCDEACDCDEDABCEDCBCDEABCD;DCBBECBDCDCDBCBCBCBEBABDCDBDDEACACBECBEBACCCE;1;DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED;ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE;DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED;BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC;1.0;100;120;120;140;80;560;B;B;A;A;7;B;A;B;C;A;A;B;B;A;A;A;A;A;B;A;A;B;A;B;B;1;2;410.8;3
2;F;1;1;1;2;0;1.0;Feira de Santana;BA;4.0;1.0;Feira de Santana;BA;1;1;1;1;588.0;512.0;492.5;624.0;CEBDAAABCDBEDCDDACDCAECDDAABBEDCDCEBBBCAAEEEE;DDBEDEDAADAEBAAAEABECBADCBDDCAACCCECACBAAABCD;BCBACCCEAEBAABBDABDBCACEBDAEBAACDEAABADDEDCAD;EBDADDEEBCABBBDCEBEADCBABCCACEDDBEABCEADCDDDB;0;CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE;DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD;BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC;EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD;1.0;160;200;180;160;160;860;F;E;E;D;5;H;A;C;D;B;A;B;B;B;A;B;A;B;C;A;A;E;A;B;B;1;1;615.3;1
2;F;1;3;1;2;0;1.0;Buriti Bravo;MA;2.0;1.0;Buriti Bravo;MA;1;1;1;1;648.5;638.5;643.5;737.0;DEDAEEAEEADDCABCBBBCCACBACCDEADCDEEEBDCDEEABD;ABCDCBDACDCCACEECABCDBABDACEBAABCECEBBDCDAADE;BDBBAAAECBBEAACAAEBBACBBDCCBEDCDADCDBAEDDBCBE;EDDCEBDAADCBCCDCDABEADABCDCEBEBBCBDCDCBBCECCA;0;CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD;ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE;BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC;EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB;1.0;160;200;160;180;200;900;E;F;D;D;4;G;A;C;D;A;B;B;B;B;A;A;A;A;B;A;A;D;A;B;B;1;1;713.5;1
11;F;1;2;1;1;10;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Brasília;DF;1;1;1;1;366.5;539.0;548.5;381.2;CBDABDBDEEDDCCBECDECBCDCBDCDDACDCABCCDABDDBDA;DBAADEEBCDBDEABEAACACECBCACEEDEBECDBEACDDABCD;BCAEACDEEADDABDAEECBBAACAAABDBBEDBBEBDEDDDCEB;BCDAAACCBDECEAADDCCBEBCECDCBDBDCADBCBCBDDCDCB;1;CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE;DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD;BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC;EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD;1.0;80;80;80;80;0;320;C;D;B;B;2;A;A;B;B;A;A;B;A;B;A;A;A;A;B;A;A;B;A;A;B;1;2;431.05;3
4;M;1;1;1;1;1;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;São José dos Campos;SP;1;1;1;1;494.0;591.0;602.5;644.5;DBDECDEECCCCDCBCDBBDCCDBADBDBBBEDBDBDCDAB.ACD;ACEECBBEDCBAADEEBCEABEDCABCBCAABBDADADDDBCEAE;BBABCBBBDBCDEDAACADBADBBEBAACAEAAECBBEBBADAEB;BCBDDBCEABECDECBCDDDABCCCCDEDBDBCDACACCCECCCC;0;DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED;ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE;DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED;BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC;1.0;120;160;120;120;80;600;E;E;E;D;3;J;A;D;D;C;A;B;A;B;B;A;A;A;C;A;A;D;A;B;B;1;2;586.4;1
13;M;2;3;1;1;17;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Santa Maria da Vitória;BA;1;1;1;1;474.2;528.0;478.0;524.5;AEEBABCDCECDAEBBAADDEBECCECDBCBEBDBCEDADBEBBB;CBCABBDACAACCBEECAEBDBAAABDCCDBDCCCCAEDCDBADD;ECEECCAECCBCACDBBEEDBBBDDCBEEDDDEDBDBAEDCBDAD;CCDCADCAEDDACEBEEEBCDDCEDAEDBBABABDDCECDBADCB;1;CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD;ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE;BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC;EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB;1.0;100;120;120;120;100;560;A;A;A;A;3;D;A;C;C;B;A;B;A;B;A;A;A;A;B;A;A;C;A;B;B;1;2;512.95;2
4;F;1;3;1;1;1;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Valinhos;SP;1;1;1;1;623.0;586.0;568.0;702.0;DBEABDABCCCBCAECBBDCCDCAAEDADABCBBEEDCDDEBAAD;AEEBABAADCDAAAEABCEAECCCABCBDBECEBCAEBDDBCDAD;DBABCDABDACCADAECACBACACCDBCCAEDABBBBEDAABAED;BCACDEEBABBBDEABCEBDACCDEADBDEDBCDAACEEDEACCC;0;DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED;ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE;DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED;BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC;1.0;160;200;160;200;160;880;F;E;B;B;4;O;A;E;D;C;A;C;C;B;A;B;A;B;E;B;A;E;A;E;B;1;1;671.8;1
