TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ENSINO;NO_MUNICIPIO_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;NO_MUNICIPIO_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025;TP_PRESENCA_GERAL;NU_DESEMPENHO;NU_MEDIA_GERAL;NU_INFRAESTRUTURA
5;M;1;3;1;1;2;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Naviraí;MS;1;1;1;1;552.0;599.0;583.0;627.5;DBEAAAEECABADECADBEBDCAAABEDCAAEBCCBECDDDECEA;ADEABBAACCDAADEABCDABCDDBDCBDAECBCECEBCDADDAC;DBBBBBBBCA*DCDAACADBADBCECAECBEADEEBBEBBEBEED;ACEDEEBBAEBECDCBDEEDABCDCADCDCECDEABBBECDABDB;0;DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED;ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE;DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED;BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC;1.0;120;200;160;180;140;800;F;G;D;D;4;D;A;B;C;C;A;B;B;A;A;B;A;A;C;A;A;E;A;C;B;1;1;632.3;1
11;M;1;1;1;1;11;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Belém;PA;1;1;1;1;742.0;744.5;712.0;878.0;CDDDABBADDBEACDECCEEADCEDAABCBCCAAACCCADCCBBE;DBAADEADCDCABABCDDEBAEABAECABAACECDAEABCAABCD;BBBDACBEEEDBACBCACAACAADAAAEBBBEDBCCADBDCDDAC;EBBAEDAEBEACBEBCECCBEABCADEBCCECCDEBEDAABBADD;0;CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE;DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD;BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC;EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD;1.0;120;160;140;140;120;680;E;G;C;D;2;J;A;B;B;A;A;B;A;B;A;B;A;B;B;A;A;C;A;B;B;1;1;751.3;2
2;F;1;1;1;2;0;1.0;Brasília;DF;2.0;1.0;Brasília;DF;1;1;1;1;455.5;468.0;521.5;383.5;BDACEEBAAEBDCBBDDEEAADCBBABABCADDADACABEEBCAC;DABABCADCADCCEEEADCBEAEDABAEEAACDCABDDCCDABAD;CDADAEBCEEDACAABACBBBAAEBCABBCBEBBAEBDADEDDAC;CDECADDEACDBEBACEEADBEADABCBEDDCADBCCACEADEBB;1;CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE;DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD;BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC;EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD;1.0;140;160;120;140;140;700;H;E;F;B;3;B;A;B;B;A;A;B;B;B;A;A;A;A;B;A;B;D;A;B;B;1;2;505.7;2
1;F;1;1;4;3;0;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Engenheiro Caldas;MG;1;1;1;1;483.5;571.5;558.0;547.5;AEECBACCDEBEBBDACDDCEBEADCBDEBABDBDDCBACCDCBC;DBAADEAACDCABDCAAEBAAEDCADAADDACECECECBBAABDD;BCBDACADCCDAAEBBADCBAACCADAEAEBEBBCBCDABEDDAC;EACABDCEEABDDEBDDBBCBCDBBDDBCCACEDBCDCADADBCB;0;CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE;DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD;BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC;EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD;1.0;140;120;120;140;100;620;H;G;F;D;3;D;A;B;D;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;B;1;2;556.1;3
8;M;1;1;1;1;2;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Goiânia;GO;1;1;1;1;538.0;565.0;443.0;533.0;CDCCEDEEBCDDDAEBBACAEBDEECCDBBCCEEEECCBBBEABA;ABEDEBCACEDCAAEBDEDDDECAAABEEDDBCCCADABCDAADE;BAAEAAADDCBEACEBBADADCCBDDEBEAECCDBCAABCAEDAD;ECDECDEACDDCBBBECDBEBDBBBCDABCEAECAACEEDADCCE;1;CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD;ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE;BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC;EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB;1.0;100;140;120;180;160;700;E;D;A;B;2;E;A;B;C;B;B;B;A;B;A;A;A;A;B;A;A;C;A;B;B;1;2;555.8;2
2;M;1;2;1;3;0;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Jaíba;MG;1;1;1;1;342.5;395.8;402.5;382.2;EEABECAADBEEDCEDBEEDAADCDBAAACCDECBBDADEBBAAC;DBDABACEBABEEAADDDADABBDDBDCDDADCECABEACCBEAC;AACEABBCBCEEAECCABDCCECEECECAEACBCDEBAACBADEB;CBDBCDCBBBCAECBCADBACBBBBEBDBDBEADDCBBDEAEBAC;1;CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB;1.0;80;100;100;80;40;400;E;E;B;B;4;B;A;B;C;B;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B;1;3;384.6;2
5;F;1;1;2;2;0;1.0;Joaquim Gomes;AL;2.0;1.0;Maceió;AL;1;1;1;1;425.0;453.0;383.0;374.5;DABCDADEECDDECEDAEEABCACEDEECACCDEECCCEEBDEEB;AEAEBADECEEEBBAABEBDDEEBAEBCCDDCBAADBBCCAAEEE;CCEBEEDEBCACDCDABEBBCBDDABEBEEACBDDCAECDD.CAD;AEDBBEACDEDCCACBBCDBADBEDDDAEBACDECBAAEBCBEAB;1;CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD;ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE;BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC;EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB;1.0;120;140;120;140;100;620;B;D;B;B;5;B;D;B;C;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;1;2;451.1;3
3;F;1;3;1;2;0;1.0;São Luís;MA;2.0;1.0;Paço do Lumiar;MA;1;1;1;1;560.0;554.5;567.5;605.0;ABBDABCDBDBEABEDAEECABCDDBCBCCEDDECDBACEBCBDE;DDBADEECCDBEBCDEDDDBEEEAADADBBDCECDDDCBDEABCD;CDAEACADEEDDBEEBADBABAECABAEACBEBBCEADCDCDDAC;ECDADDDEEEACBACCDACCBEDDBEEECCADBECBDECDCBEDA;1;CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE;DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD;BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC;EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD;1.0;160;200;160;200;200;920;E;E;C;B;4;D;A;B;C;B;B;B;A;A;A;A;A;A;B;A;A;D;A;A;B;1;1;641.4;2
2;F;1;3;1;2;0;1.0;São Paulo;SP;4.0;1.0;São Paulo;SP;1;1;1;1;626.0;610.0;569.0;774.5;DBEAEDABCABDCBECEBDACACCBDCECBECBBBCCCCCACCED;ACECABDAECDAADEBCADABCDEEBCBCAAEBAEAEBADBCDCD;ACBAABBBDACDCDAADAABADCEEEEEECEEAEDBBEEEACEEE;CCDDEEEBABCDCEABCEBDABDDACDBDECACDCCCBECCBBCC;1;DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED;ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE;DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED;BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC;1.0;160;200;180;200;200;940;G;E;D;D;3;H;A;C;C;B;A;B;B;B;A;B;A;B;D;B;B;D;B;C;B;1;1;703.9;1
3;M;1;1;1;2;0;1.0;Boa Vista;RR;2.0;1.0;Boa Vista;RR;1;1;1;1;618.5;647.0;574.5;767.5;DBDECEDBECEBBEDCAAABEBADEDCDBDDCDDECDCCDBEDBB;AECDCBDACDAEACEECABADBEACBDEBCEECADEDADCDAADE;CACBAAABCCBEACCAAAACACBBACCDEACAABBDBEEBDACBC;EBDDEBDAADACCCCCDABAADABCDEEACBBABEDECCDCECCC;0;CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD;ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE;BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC;EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB;1.0;120;120;120;120;40;520;C;E;D;B;5;D;A;C;D;B;A;B;B;B;A;A;A;A;B;A;A;D;A;B;B;1;1;625.5;1
5;F;1;2;1;2;0;1.0;Seabra;BA;1.0;1.0;Seabra;BA;1;1;1;1;470.8;520.5;515.0;642.5;DBDCCBACDDAECEBAECBCEECEEEDABEBCBAEEABEDACDEB;AADECDADDCDCDDEABCAABCECABADCABCACBACDDEBCEBE;BBABCBBDBADDABAADABDABECBBDCCBEAADBBBBDBACDDD;BCDCDBABCADDCEBABCADAABCDDDCDBCAADCBBEEEDACCC;0;DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED;ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE;DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED;BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC;1.0;160;200;180;200;180;920;D;E;A;C;3;B;A;B;C;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;A;1;1;613.75;3
4;F;1;3;1;1;2;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Cajuru;SP;1;1;1;1;530.0;487.8;542.5;429.5;CBDBACCABCDBAACCCEEABABEACAEDADCDEEEAADDBBBDD;ABCEBADACBACADEDBDEBACBCCBDAEBADAAAABCDCBCBDE;ADBBDEAECBBEACDADADBACECEBBDEDEAABECDEEDDECBE;CADBAAAAECBACBACCCADEEBBCCDBADBACDBBDBAEAACCC;0;CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD;ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE;BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC;EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB;1.0;140;200;120;160;120;740;H;D;B;B;2;B;A;B;C;A;A;B;B;A;A;B;A;A;B;A;A;C;A;B;B;1;2;545.95;2
3;F;1;3;1;1;1;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Carapicuíba;SP;1;1;1;1;515.5;571.5;564.0;594.0;CABACECECECBBECABAAEBCCCECDEECCECEEBCCADBAAEB;ABCDCEDDCDBDDCECCDEDDBEEBDAEBDABEECABBBCDABDE;EAABEAADEBBEACDABACCACCCBCEBEDEAADBDEEEDCACBD;EDDDECDBBDEBCDBBCABDDCCBDDEDADBCDADDCEABCEEBC;1;CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD;ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE;BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC;EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB;1.0;140;200;120;120;120;700;E;C;C;B;2;B;A;B;C;A;A;B;B;B;A;B;A;B;B;A;A;B;A;A;B;1;2;589.0;2
13;F;1;1;1;1;17;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Ruy Barbosa;BA;1;1;1;1;534.0;560.0;509.2;350.0;DBEAEBEBADDABEBBEBAADEACACBECEDCAAEDDCBDACCAB;ACAAABAEBCDAEEEBBCDABCDACBCADDABAAAADDBDACDAE;CEEAAEADDEADEDAAEADBDDDCBCBAEAEAADAACEAAEBEBA;CDAEABACEADCBDDAEBADCBACCBEDDBEBCBABEBABAAADD;1;DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED;ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE;DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED;BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC;1.0;140;100;100;180;80;600;C;E;A;D;4;B;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A;1;2;510.65;3
3;M;1;2;1;2;0;1.0;São Bernardo do Campo;SP;4.0;1.0;São Bernardo do Campo;SP;1;1;1;1;407.2;534.5;571.0;697.0;CEDEECDACBDBCDACCEDAEADACBCEDCADCEBBACDAEBCEC;BECEBCACEDEEACDCCBCDABCDCEBCBCDAEDACBECEACBDB;BADCBDECADDCADBCDEDEDCBEBBACDACDBCAEDACCEEDAE;BDDEACBCCEAABADBEABDDAEDCABBDCBCCCDDEEEDADEED;0;CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB;1.0;120;120;100;40;80;460;F;E;D;B;3;M;A;C;C;C;A;B;B;B;B;B;A;B;B;B;B;D;A;B;B;1;2;533.95;1
1;F;1;3;1;3;0;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Altamira;PA;1;1;1;1;477.2;438.0;457.2;354.8;DDAEEBAEEDABCACDCEEDAAEDBDDABDDADBDCBDABECDBB;DDDAADBEBAAAABDEDDDBAEBCACACACADCDEDCADDAADBB;CCEBACAEADDBDBCBAAABAAEECDACBEDAACAEDBACBBAAB;ABEDBACCAEDBDAECAEABEBECBDADCEABCDBADCEDCECCD;1;CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB;1.0;80;140;80;100;80;480;D;E;F;F;2;B;A;B;C;A;A;B;A;B;A;D;A;A;A;A;A;B;A;A;B;1;2;441.45;2
13;F;1;1;1;1;17;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Guarapari;ES;1;1;1;1;507.8;513.5;468.0;452.8;CBDADDDABAAACEACBCBEAECCEBCAABCCCEEECBBDBDDEC;ABCDCADDCDBDCCACCDBDCBEDDBEBEDACAACEBCBCDAACC;DDCCCCADDEBEDAEDCABCCCBBABCDEBDBBDADBEEDCCBED;EADDDBDEAACCCDBACAAAAAABEECABBADBAAACCDBEDEDE;1;CEDAEEDEECCDBADCCCABBADCAACDDDACDBEABDCDBEABD;ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE;BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC;EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB;1.0;140;120;140;120;120;640;C;A;B;B;2;B;A;B;C;A;A;B;A;B;B;A;A;B;A;A;A;C;A;A;B;1;2;516.4;2
3;M;1;2;1;1;1;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Vitória;ES;1;1;1;1;561.0;580.0;561.0;531.0;CADDCABEDAEBBEEDDAABDBCCEDBBDBBABBECEACEBEEEA;ABCDBBDACDDAEEEECECADAEEBBBEACEBCDCADADCAAADE;CBBBACAECCBEAEDACADBACEBABABECCDADADBAECDACBD;ECDBCBCACEDCCCADECADBEAAACACABABCBDCACBBC.DDE;0;CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD;ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE;BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC;EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB;1.0;120;120;120;120;100;580;G;G;D;D;6;G;A;B;C;A;A;B;B;B;A;A;A;A;C;A;A;E;A;A;B;1;2;562.6;2
2;M;1;1;1;2;0;1.0;Desconhecido;Desconhecido;-1.0;-1.0;Petrolina;PE;1;1;1;1;537.5;530.5;515.0;623.5;CBDDEADABCCBABBCAEDDEEADECAEBABCEBECDCADBEBEA;ABCABBD.DDCAAEEDBAEADBEACACBBDACAECBAADBDEAAE;CBBBAAABCBBEAAECAEBCDCBBACBEADADCBDCEBADDAEBA;EBDCEADADDDCCCBACDBDDCBBBDEBACCABADCECACDDBBC;0;CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD;ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE;BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC;EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB;1.0;160;200;180;180;200;920;E;D;C;B;4;D;A;B;C;B;A;B;B;B;A;A;A;A;C;A;A;D;A;B;B;1;1;625.3;2
3;F;1;3;1;2;0;1.0;Ibicuitinga;CE;2.0;1.0;Quixadá;CE;1;1;1;1;430.5;502.0;571.0;384.5;ADBBCAECBABDADCCCDBDADCDECBACCBCDDECBECBBCCAB;DAAACEADEBCDBDCCACEDCDCDBCBDBDAEDACECABDCABBD;DBDEACBEABDCACBAACBCEAADAAADCBBEDDCCABDDBADAA;BECBCAECDDEAECDDEDACCCADCCBBCADECDBACCDDBBACE;1;CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE;DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD;BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC;EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD;1.0;120;160;100;140;160;680;C;D;A;A;4;A;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B;1;2;513.6;3
3;F;1;1;1;2;0;1.0;Brasília;DF;4.0;1.0;Brasília;DF;1;1;1;1;546.0;550.0;535.0;646.5;CEADCCBCABEBACBCDEEDECCACCDABCDADBCABEBBACABC;DEBEEAEBDACDCADECADAABCDEEBABCBAEBADACEEEECDB;BBEBADADAEDDEDCADEBCDCCEABABDEEBACBAEAECBBAAE;DDECBCBCCEADDBCEEABADDBBBAADBCACCCEDDEAADDCED;1;CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB;1.0;180;200;200;180;160;920;G;E;D;F;5;P;A;C;D;B;A;B;B;B;B;B;A;B;D;A;A;D;A;E;B;1;1;639.5;1
3;F;1;1;1;2;0;1.0;Vargem Grande Paulista;SP;2.0;1.0;Vargem Grande Paulista;SP;1;1;1;1;402.5;545.5;511.5;580.5;DDDCBDEEBDDCBECDEBDCEEDABBCABECBBBEDEDAEDEEAA;CADCACABCBDADDEBBCEABEDCABAEDDAEBEDCABDDDCDBA;EBABEBBCDAADCAACDEEBCBDBCEBEEAEAAEDBBEDAACACD;DDEECCBBACAEDAABCECDACADECEDDBCECDCDECEEEEBCD;0;DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED;ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE;DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED;BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC;1.0;120;120;100;120;80;540;G;F;B;E;3;E;A;C;C;B;A;B;B;B;A;B;A;B;B;A;A;D;B;B;B;1;2;516.0;1
2;F;1;3;1;3;0;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Guajará-Mirim;RO;1;1;1;1;479.0;524.5;543.5;595.5;CABACECEEDBAAAACABBABAEDEDAEBBAEECEBCEDEBABEB;ABCDBEDBCECABCAAADEADBECDAABBEDAAAEABADCCAADE;CABBAEAECCBBAEBABECCADBBACCBEDADBBABBACDAACDC;EBDBBAEDCDDCCDCCEDBDACEDBDDEAEBDEAEDDADBDCCBB;0;CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD;ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE;BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC;EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB;1.0;160;180;140;180;180;840;D;D;D;D;4;B;A;B;D;B;A;B;A;A;A;A;A;A;B;B;B;E;A;C;B;1;2;596.5;1
7;F;1;1;1;1;2;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Belo Horizonte;MG;1;1;1;1;493.0;503.5;546.5;519.0;EAAAEBCBDADADDCAADBEEBCAEEDEDCADEEBCEEDCCBEDE;DEDCCADABCDBCBEEEBDDBAAEEDBAEDECCEDEABADCDCCC;ECCEEBCDAEDEECBCAAADEDDACAABCABDBCABEECDDEBBA;DBDABDCCBCAEADBABEEEDCDBBDBECCADDCBBAADAEEBAC;1;BBCDCDBACCACCDAEEAEACCBAEDDCCBDBEACCCEDDDBEBE;DEBCBBDABCECCBACEACABAADCDABADAEDADEABCACBCBE;DEECAEDECECBDDEDBECEEDAADDCDACBABABADACEBAECDDEBBD;BADDDEADDACBEDCECCCEBDDBEDBAACCAECBAABEEBBDED;1.0;100;80;100;100;100;480;D;D;C;B;5;E;A;B;D;A;A;B;A;B;A;A;A;A;B;A;A;D;A;A;B;1;2;508.4;2
1;F;1;3;1;3;0;-1.0;Desconhecido;Desconhecido;-1.0;-1.0;Manaus;AM;1;1;1;1;354.5;367.0;467.5;464.8;AECBCABEDBCDAECDEDCDEBBBEAEACBCAEECBDEAEDADDE;CECCDEEDEBDEDDCBACADDBCAEBCADCACDBEBBDDCBEADB;CDBEDDDCEBDCECACECADBADDBBADDBBCBDBCADDBEDDEC;EDCADBBADCDCBCCDDCCDBEACBECBDDCCBDDEAEBCCEBDB;0;CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE;DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD;BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC;EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD;8.0;0;0;0;0;0;0;F;E;D;D;8;P;A;E;D;C;C;C;B;B;A;B;A;A;D;B;B;E;A;D;B;1;3;330.75;1
3;F;1;2;1;2;0;1.0;Bauru;SP;2.0;1.0;Bauru;SP;1;1;1;1;546.0;549.0;578.5;555.5;BBEDBCECCBDDAEECECBDEACCCECDCCEABAEDCCADAACEB;ECEEAADCBBCAADEBBCDABCDCADCADEDBADCEDDDDACACE;CEDAAAAEDDCCCDAAEBDBADACCEAECAEAADACBEEBECAED;BAACEECCBBDDBDDBCEABDBDEEBDEDEBACBBABCEBBACED;1;DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED;ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE;DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED;BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC;1.0;120;120;80;100;100;520;E;E;B;B;3;F;A;B;C;B;B;B;B;B;B;B;A;B;B;A;A;D;A;B;B;1;2;549.8;1
3;M;1;1;1;2;0;1.0;Rio das Ostras;RJ;4.0;1.0;Rio das Ostras;RJ;1;1;1;1;511.0;605.5;574.5;644.5;AEBEACAECCBEEBAECEABEECECABCCCBBAEEDABACBACEB;DAAAAEADCDCEDABCDDEADEEDABDBBADCECDCECBDAACCD;BBBDAAAEAEDEAEBBEBBBAAADACAECBBEDBCDBDBACBDAC;EBDABDDEEEAACBBBCCCEBABBCDCCCCBDAECDCDECBCCDC;0;CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE;DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD;BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC;EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD;1.0;140;200;160;140;80;720;F;E;D;C;4;F;A;B;E;A;A;B;B;A;A;B;A;A;B;B;A;D;A;A;B;1;1;611.1;2
2;M;1;1;1;2;0;1.0;Tucano;BA;4.0;1.0;Tucano;BA;1;1;1;1;530.5;415.5;489.0;668.5;BDBADCECAEBEBCDBCCDEA.CEDAADBED.EABCCADEEEBCA;DBCCEDABCCAABAECEDACEABBEDBDDACECCBDEEADCBDBE;DCBDACDCADDEACCBEDBBBCEDBCADCBBEABCAABCAEADEB;EACAADAEBEBAAEBAACCCCDBCBDDCCCBCCDCEADACBEEBD;0;CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE;DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD;BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC;EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD;1.0;120;120;120;120;160;640;E;G;A;D;5;H;A;B;D;A;B;B;B;A;A;A;A;A;B;A;B;D;A;A;B;1;2;548.7;2
